Lot Area,Gr Liv Area,TotRms AbvGrd,Year Built,Year Remod/Add,Garage Cars,Total Bsmt SF,Overall Qual,Bldg Type,House Style,Kitchen Qual,Neighborhood,Real_Price,Predicted_Price
1533,630,3,1970,1970,0.0,630.0,5,Twnhs,SFoyer,Ex,Other,92000.0,94588.17
10625,1958,9,2005,2005,3.0,1026.0,7,1Fam,2Story,Gd,Somerst,250000.0,242914.25
12864,1409,4,2002,2002,2.0,1409.0,7,1Fam,1Story,Gd,Mitchel,245000.0,197382.44
3242,1405,6,2003,2003,2.0,1405.0,7,TwnhsE,1Story,Gd,NridgHt,200000.0,181748.55
3182,1504,7,2005,2006,2.0,1346.0,7,TwnhsE,1Story,Gd,Other,181000.0,192250.6
9018,1456,8,2007,2007,2.0,728.0,7,1Fam,2Story,Gd,Gilbert,179540.0,175153.28
8750,1716,7,1996,1996,2.0,880.0,7,1Fam,2Story,Gd,CollgCr,191000.0,199363.94
5250,2358,8,1872,1987,0.0,684.0,8,1Fam,2Story,TA,OldTown,122000.0,145110.23
12095,1445,7,1964,1964,2.0,1127.0,6,1Fam,SLvl,TA,NAmes,158000.0,165257.06
16219,1119,5,2004,2005,2.0,835.0,7,1Fam,SLvl,Gd,Gilbert,188500.0,180941.77
8872,1384,7,1997,1997,2.0,384.0,6,1Fam,SLvl,TA,Gilbert,161500.0,167777.72
3600,1368,7,1910,1993,1.0,684.0,6,1Fam,2Story,TA,OldTown,114504.0,116807.055
9950,2520,9,1995,1995,3.0,1203.0,7,1Fam,2Story,Gd,NoRidge,290000.0,279459.97
17500,1902,7,1959,2002,2.0,1902.0,7,1Fam,1Story,Ex,Crawfor,335000.0,274310.2
9556,1187,6,1992,1993,2.0,1168.0,7,1Fam,1Story,Gd,Gilbert,160000.0,174770.0
9554,1911,8,1993,1994,2.0,777.0,8,1Fam,2Story,Gd,SawyerW,215000.0,223968.97
9600,1496,6,1960,1960,2.0,1296.0,5,1Fam,1Story,Gd,NAmes,141500.0,158828.86
9591,1713,7,2004,2005,3.0,1713.0,8,1Fam,1Story,Ex,NridgHt,274900.0,281165.0
9060,1828,6,1923,1999,,859.0,5,1Fam,2Story,Gd,IDOTRR,150909.0,171632.84
13891,2822,12,2008,2009,3.0,1734.0,9,1Fam,2Story,Ex,NridgHt,582933.0,444781.47
6292,790,4,1930,1950,1.0,768.0,6,1Fam,1Story,TA,Other,91000.0,109242.7
9079,864,5,1961,1961,1.0,864.0,5,1Fam,1Story,TA,Sawyer,122000.0,119627.945
15256,1464,6,2007,2007,3.0,1485.0,8,1Fam,1Story,Gd,Somerst,282922.0,255394.16
12552,1947,8,2004,2005,2.0,991.0,7,1Fam,2Story,Gd,Somerst,254900.0,232070.81
11075,2112,9,1969,1969,2.0,952.0,6,1Fam,2Story,TA,NAmes,206900.0,177603.86
7822,1338,7,1915,1950,2.0,832.0,6,1Fam,1.5Fin,TA,Edwards,92000.0,124967.02
7018,1535,8,1979,1979,2.0,0.0,5,Duplex,1Story,TA,SawyerW,118858.0,124822.54
8577,1733,7,2004,2004,2.0,847.0,7,1Fam,2Story,Gd,Gilbert,185088.0,197556.08
8172,1470,7,1954,1972,1.0,941.0,4,1Fam,1.5Fin,TA,Edwards,135000.0,118050.57
8512,1556,8,1960,1960,0.0,1556.0,5,Duplex,1Story,TA,NAmes,119000.0,123300.31
15600,1523,7,1949,2005,1.0,1067.0,5,1Fam,1.5Fin,Fa,Crawfor,158000.0,167938.92
7018,1535,8,1979,1979,2.0,0.0,5,Duplex,1Story,TA,SawyerW,118964.0,124822.54
10050,1216,5,1955,1955,1.0,1216.0,5,1Fam,1Story,TA,NAmes,129500.0,136289.39
9600,1472,6,1925,1994,1.0,702.0,5,1Fam,1.5Fin,Gd,OldTown,125000.0,136196.75
17140,1229,6,1956,1956,1.0,1134.0,4,1Fam,1Story,TA,Edwards,135000.0,128615.12
9024,1515,8,2004,2004,2.0,789.0,6,1Fam,2Story,Gd,Gilbert,179000.0,177441.34
11000,2172,8,2000,2000,3.0,1519.0,9,1Fam,2Story,Ex,NoRidge,291000.0,362837.47
7200,1072,5,1940,1950,2.0,808.0,5,1Fam,1Story,TA,OldTown,130000.0,113459.68
11382,1374,7,1964,1964,1.0,1130.0,6,1Fam,1Story,TA,NAmes,147000.0,148864.72
9750,1625,8,1965,1965,2.0,1625.0,5,Duplex,1Story,TA,NWAmes,140500.0,143553.45
6882,1355,7,1914,2006,0.0,684.0,6,1Fam,2Story,Gd,IDOTRR,127000.0,118818.96
6120,995,5,1925,1999,1.0,960.0,5,1Fam,1Story,TA,BrkSide,115000.0,112086.61
7750,1419,7,2002,2002,2.0,408.0,8,1Fam,SLvl,Gd,Gilbert,184100.0,185368.06
4280,704,4,1946,2001,1.0,560.0,4,1Fam,1Story,Fa,Sawyer,88750.0,88783.19
10012,1181,6,1972,1972,2.0,1138.0,4,1Fam,SFoyer,TA,Edwards,137500.0,137446.52
9345,1615,7,2007,2007,3.0,1615.0,8,1Fam,1Story,Gd,CollgCr,248500.0,254965.11
53107,1953,9,1992,1992,2.0,1580.0,6,1Fam,2Story,Gd,Other,240000.0,278992.62
8500,1517,7,1919,2005,0.0,793.0,5,1Fam,1.5Fin,Fa,IDOTRR,115000.0,117811.914
12700,1246,6,1964,1964,2.0,1246.0,6,1Fam,SLvl,TA,NAmes,172000.0,163398.75
9900,1209,6,1966,1966,2.0,1209.0,5,1Fam,1Story,TA,NAmes,159000.0,148377.44
7945,1150,6,1959,1959,1.0,1150.0,5,1Fam,1Story,TA,NAmes,141000.0,135006.23
14217,1022,6,1994,1994,2.0,1022.0,5,1Fam,1Story,TA,CollgCr,139500.0,147353.23
8010,951,6,1958,2007,2.0,951.0,6,1Fam,1Story,Gd,NAmes,143500.0,146638.56
14277,2385,7,2003,2003,3.0,1317.0,8,1Fam,2Story,Gd,NridgHt,350000.0,319783.8
8660,2168,11,1900,1993,2.0,760.0,5,1Fam,2Story,Gd,IDOTRR,123000.0,156296.8
7111,1143,5,1928,1983,1.0,1008.0,5,1Fam,1Story,TA,BrkSide,138000.0,116294.086
17082,1981,8,1978,1992,2.0,1117.0,6,1Fam,2Story,Gd,Other,230000.0,232948.45
17423,2234,9,2008,2009,3.0,2216.0,9,1Fam,1Story,Ex,Other,501837.0,421248.75
7917,1113,6,1976,1976,1.0,1143.0,6,1Fam,1Story,TA,Edwards,148000.0,132553.0
10791,2495,9,1993,1993,2.0,1280.0,6,1Fam,2Story,Gd,NWAmes,243500.0,240683.0
13693,2464,9,2007,2007,3.0,2418.0,8,1Fam,1Story,Ex,NridgHt,417500.0,420240.78
11625,1039,6,1965,1965,2.0,1039.0,5,2fmCon,1Story,TA,Sawyer,131500.0,136920.06
12968,912,4,1962,1962,1.0,912.0,5,1Fam,1Story,TA,Sawyer,144000.0,127029.32
9373,1621,7,1975,1975,2.0,1621.0,5,1Fam,1Story,TA,NWAmes,213000.0,160865.77
1680,987,5,1973,1973,1.0,483.0,6,Twnhs,2Story,TA,Other,111000.0,98562.56
8778,1830,7,2006,2006,3.0,1302.0,8,1Fam,2Story,Gd,Somerst,221300.0,263427.9
12456,1718,7,2006,2007,3.0,1700.0,10,1Fam,1Story,Ex,NridgHt,337500.0,349386.53
10800,2495,10,1890,1999,2.0,1313.0,7,1Fam,2Story,TA,OldTown,184000.0,193474.45
8927,1654,10,1977,1977,2.0,0.0,6,Duplex,1.5Fin,TA,Sawyer,119500.0,132119.98
11070,1959,9,1988,1989,3.0,1907.0,7,Duplex,1Story,TA,Mitchel,171000.0,220269.86
9139,1432,7,2006,2006,2.0,1422.0,8,1Fam,1Story,Gd,Somerst,245000.0,230105.66
8872,912,5,1965,2008,2.0,912.0,5,1Fam,1Story,Gd,NAmes,147000.0,144641.16
9600,1433,7,1961,1990,2.0,1251.0,5,1Fam,1Story,TA,NAmes,161000.0,158615.27
9926,1614,7,2005,2006,3.0,1614.0,7,1Fam,1Story,Gd,NridgHt,245700.0,239871.58
9928,1478,6,1991,1992,2.0,1454.0,7,1Fam,1Story,TA,Mitchel,210000.0,179673.25
9464,1080,5,1958,1958,1.0,1080.0,6,1Fam,1Story,TA,NAmes,136000.0,134450.9
14364,2062,7,1988,1989,2.0,1157.0,7,1Fam,2Story,TA,SawyerW,277000.0,211058.69
10266,1536,7,1952,1952,1.0,768.0,6,1Fam,2Story,TA,IDOTRR,136000.0,141309.12
6720,1436,7,1921,1950,1.0,585.0,6,1Fam,2Story,TA,Crawfor,141500.0,133807.75
10020,904,4,1922,1950,0.0,683.0,1,1Fam,1Story,Fa,Edwards,61000.0,35933.574
11454,1511,6,1995,1995,3.0,1401.0,8,1Fam,SLvl,Gd,SawyerW,225000.0,230972.78
1680,987,5,1971,1971,1.0,483.0,6,Twnhs,2Story,TA,Other,96000.0,97122.43
12198,1411,7,1955,1975,1.0,1204.0,5,1Fam,1Story,TA,NAmes,130000.0,138402.27
32463,1622,7,1961,1975,3.0,1249.0,4,2fmCon,1Story,TA,Mitchel,168000.0,146681.5
11762,2202,9,1992,1993,2.0,1105.0,8,1Fam,2Story,Gd,NoRidge,263000.0,272454.66
10530,2075,8,1993,1993,2.0,1148.0,7,1Fam,2Story,Gd,NWAmes,255000.0,223708.11
9500,1977,9,1964,1978,2.0,816.0,6,1Fam,2Story,TA,NAmes,165000.0,174425.83
6264,1682,6,1997,1997,2.0,1664.0,8,1Fam,1Story,Gd,Other,247900.0,262444.44
7740,1363,6,1910,1950,2.0,622.0,4,1Fam,2Story,TA,OldTown,125500.0,92022.92
8800,1140,7,1910,2004,0.0,576.0,4,1Fam,1.5Fin,TA,OldTown,96500.0,84821.586
8750,1002,5,1970,1970,2.0,1002.0,5,1Fam,1Story,TA,NAmes,148500.0,133568.81
10171,1535,7,2004,2004,2.0,1517.0,7,1Fam,1Story,Gd,NridgHt,214000.0,231338.06
7500,1040,5,1963,1963,1.0,1040.0,5,1Fam,1Story,TA,Sawyer,133000.0,129945.305
11777,1320,6,1966,1966,2.0,1164.0,5,1Fam,SLvl,TA,Sawyer,164500.0,157592.67
8525,1964,7,1911,1950,0.0,940.0,5,1Fam,2Story,TA,Other,130000.0,120871.18
8741,1487,7,1945,1950,1.0,735.0,6,1Fam,1.5Fin,TA,Edwards,113000.0,130926.27
7577,1362,6,2005,2006,2.0,1362.0,6,TwnhsE,1Story,Gd,NridgHt,194700.0,202111.44
11194,1696,7,2008,2008,3.0,1696.0,8,1Fam,1Story,Gd,Somerst,275000.0,280637.78
12778,1008,4,1952,2003,1.0,1008.0,5,1Fam,1Story,TA,NAmes,139500.0,135723.22
9660,1976,7,1998,1998,3.0,1044.0,8,1Fam,2Story,Gd,NoRidge,286000.0,272160.16
8000,1256,6,1959,1959,1.0,1256.0,5,1Fam,1Story,Gd,NAmes,159000.0,142160.95
8750,918,4,1975,1975,1.0,852.0,7,1Fam,SLvl,TA,Mitchel,148000.0,146794.72
11345,1920,10,1948,1950,2.0,928.0,5,Duplex,2Story,TA,NAmes,137000.0,143433.72
4000,1098,5,1930,1995,1.0,531.0,7,1Fam,2Story,TA,Crawfor,148500.0,133996.61
11065,1970,8,2006,2006,3.0,1085.0,8,1Fam,2Story,Ex,NridgHt,281000.0,288785.62
10950,1064,4,1952,1952,1.0,864.0,5,1Fam,1Story,Fa,NAmes,135000.0,108375.195
6876,1969,9,1938,1958,2.0,1272.0,6,1Fam,1.5Fin,TA,IDOTRR,141000.0,161885.2
23303,2520,10,2007,2007,3.0,1508.0,8,1Fam,2Story,Ex,NridgHt,409900.0,378487.4
12203,2612,8,1998,1999,3.0,1225.0,8,1Fam,2Story,Gd,NoRidge,336000.0,315201.25
9938,1626,7,1994,1994,2.0,1602.0,7,1Fam,1Story,Gd,SawyerW,226500.0,221016.44
6435,1577,6,1939,1950,1.0,972.0,6,1Fam,1.5Fin,Fa,BrkSide,140200.0,135440.58
8400,898,6,1968,1968,1.0,833.0,5,1Fam,SFoyer,TA,NAmes,140000.0,126591.766
11380,1128,5,1966,2008,1.0,1080.0,6,1Fam,SFoyer,Gd,NAmes,178000.0,157015.27
10004,1516,6,1964,1964,2.0,1516.0,6,1Fam,1Story,TA,NAmes,167000.0,163692.6
15262,2200,8,2003,2004,3.0,2200.0,8,1Fam,1Story,Ex,NridgHt,382500.0,369299.7
6000,1412,6,1939,1950,1.0,780.0,6,1Fam,1.5Fin,TA,BrkSide,132500.0,127418.18
4113,1337,5,2001,2001,2.0,1337.0,6,TwnhsE,1Story,Gd,NAmes,155000.0,175695.83
8050,914,4,2002,2002,0.0,914.0,6,1Fam,1Story,Gd,Edwards,117250.0,130480.9
10237,1492,8,2006,2006,2.0,738.0,7,1Fam,2Story,Gd,Gilbert,169985.0,179006.06
8640,1338,6,2007,2007,2.0,1338.0,8,1Fam,1Story,Gd,Somerst,208900.0,221693.02
9720,1009,6,1977,1977,2.0,995.0,5,1Fam,SLvl,TA,CollgCr,160000.0,149744.11
7937,1003,6,1984,1984,2.0,1003.0,6,1Fam,SLvl,TA,Mitchel,142500.0,153843.84
7976,2787,8,2000,2000,3.0,1168.0,7,Duplex,2Story,TA,SawyerW,269500.0,264819.34
15431,2402,10,2008,2008,3.0,3094.0,10,1Fam,1Story,Ex,NridgHt,555000.0,491193.84
8246,1060,6,1968,2001,1.0,1060.0,5,1Fam,1Story,Gd,Sawyer,154000.0,144499.7
11824,1685,5,2006,2006,3.0,1685.0,8,1Fam,1Story,Gd,Somerst,253000.0,278242.78
9375,1992,9,2003,2004,2.0,1053.0,8,1Fam,2Story,Gd,Somerst,250000.0,255608.83
7628,1656,8,1940,1985,2.0,801.0,4,1Fam,1.5Fin,TA,OldTown,119164.0,125327.46
7550,1362,7,1920,1950,1.0,951.0,4,1Fam,1.5Fin,TA,Edwards,96000.0,107109.82
5805,1347,6,1957,1957,2.0,1347.0,5,1Fam,1Story,Gd,OldTown,143000.0,151281.72
11080,1210,6,1975,1975,2.0,1128.0,6,1Fam,SLvl,TA,Mitchel,148000.0,160253.89
6402,1192,6,1920,1950,1.0,596.0,5,1Fam,2Story,TA,IDOTRR,78000.0,103773.484
8127,1653,6,2003,2003,2.0,812.0,7,1Fam,2Story,Gd,Somerst,209000.0,197219.31
6000,1456,7,1915,2005,1.0,728.0,6,1Fam,2.5Unf,Gd,OldTown,139500.0,140665.34
2760,1092,6,1973,1973,2.0,525.0,6,TwnhsE,2Story,TA,Other,105500.0,108147.64
7064,980,6,1977,1977,2.0,980.0,5,1Fam,1Story,TA,Sawyer,135000.0,130532.67
12400,1717,7,1940,1950,1.0,901.0,5,1Fam,1.5Fin,TA,Crawfor,194000.0,159992.61
57200,1687,7,1948,1950,2.0,747.0,5,1Fam,1Story,TA,Other,160000.0,191854.06
7922,1057,5,1953,2007,1.0,1057.0,5,1Fam,1Story,Gd,NAmes,109000.0,144194.5
25419,3112,8,1918,1990,2.0,1360.0,8,1Fam,2Story,Gd,NAmes,235000.0,299454.25
8773,1414,6,2004,2004,2.0,1414.0,7,1Fam,1Story,Gd,CollgCr,185500.0,195250.19
10635,1668,8,2003,2003,2.0,1657.0,8,1Fam,1Story,Gd,CollgCr,232000.0,255647.1
9360,1269,7,1962,2001,1.0,621.0,6,1Fam,2Story,TA,Edwards,134500.0,134225.69
11040,1258,5,1971,2004,2.0,1258.0,6,1Fam,1Story,Gd,NWAmes,145000.0,172161.7
10547,1152,6,1978,1978,1.0,1152.0,5,Duplex,SFoyer,TA,Edwards,159900.0,132821.28
9017,1431,6,1999,1999,2.0,1431.0,7,1Fam,1Story,Gd,CollgCr,192000.0,203451.03
10215,948,5,1954,1954,1.0,864.0,4,1Fam,1Story,TA,Edwards,111000.0,107594.28
11200,1040,5,1965,1965,1.0,1040.0,5,1Fam,1Story,TA,Sawyer,129500.0,131897.16
10682,1149,7,1960,1971,1.0,1014.0,4,1Fam,1Story,TA,Edwards,127000.0,121170.45
8089,1419,7,2007,2007,2.0,1419.0,8,1Fam,1Story,Gd,Other,392000.0,230973.45
8147,1714,7,2005,2005,2.0,1714.0,9,TwnhsE,1Story,Gd,Other,318000.0,287025.66
7200,1595,7,1915,1950,2.0,663.0,6,1Fam,2Story,TA,OldTown,155500.0,135771.52
9360,976,4,1968,2004,2.0,976.0,6,1Fam,1Story,Gd,NAmes,157500.0,151459.28
6120,800,4,1936,1950,0.0,264.0,2,1Fam,1Story,Fa,BrkSide,60000.0,44759.64
9337,1692,8,1997,1998,2.0,878.0,7,1Fam,2Story,TA,CollgCr,191000.0,197595.27
7321,1358,5,1999,2000,2.0,1339.0,7,1Fam,1Story,Gd,Somerst,204000.0,200760.75
8197,1480,7,2003,2009,2.0,1480.0,7,1Fam,1Story,Gd,NAmes,214000.0,210914.02
8125,858,5,1971,1971,0.0,858.0,4,1Fam,1Story,TA,NAmes,88000.0,107807.305
12438,1499,6,1995,1995,2.0,781.0,6,1Fam,2Story,Gd,CollgCr,187000.0,180681.39
8170,1671,7,1929,1950,2.0,1022.0,7,1Fam,1.5Fin,TA,Crawfor,218000.0,173140.08
8640,1770,7,1968,1968,2.0,900.0,5,1Fam,2Story,TA,NAmes,155000.0,155690.86
14235,1445,6,1900,1993,2.0,676.0,6,1Fam,1.5Fin,TA,SawyerW,138500.0,163606.6
3000,1224,4,2009,2009,2.0,612.0,6,TwnhsE,2Story,Gd,Somerst,173733.0,157600.64
10164,1465,6,1939,1950,1.0,992.0,5,1Fam,1.5Fin,TA,Other,131000.0,148507.39
7584,1036,5,1953,1953,1.0,1036.0,5,1Fam,1Story,TA,NAmes,112900.0,127461.45
10832,1895,7,1994,1996,2.0,712.0,7,1Fam,2Story,Gd,Gilbert,194500.0,210535.0
7700,1839,7,1966,1966,2.0,756.0,6,1Fam,2Story,TA,NAmes,155000.0,162393.62
8402,1120,6,2007,2007,0.0,1120.0,5,1Fam,1Story,TA,Mitchel,147000.0,136324.36
10320,2180,7,1915,1950,2.0,1138.0,6,1Fam,1.5Fin,TA,IDOTRR,161000.0,161188.88
5000,1440,6,1900,1950,1.0,540.0,5,1Fam,1.5Fin,TA,OldTown,79000.0,108035.38
9100,864,5,1958,1958,2.0,864.0,5,1Fam,1Story,TA,NAmes,129900.0,122238.15
9839,1666,7,1931,1950,0.0,894.0,5,1Fam,1.5Fin,TA,Other,100000.0,140578.98
10152,1124,6,1956,1994,1.0,1124.0,6,1Fam,1Story,TA,NAmes,153000.0,143765.55
9560,864,5,1972,1972,1.0,864.0,5,1Fam,1Story,TA,CollgCr,128500.0,126341.38
4928,958,5,1976,1976,2.0,958.0,6,TwnhsE,1Story,TA,Other,143750.0,126788.23
4571,1344,7,1916,1950,3.0,624.0,5,1Fam,2Story,TA,OldTown,98000.0,113785.305
10712,974,5,1991,1992,0.0,974.0,5,1Fam,1Story,TA,Mitchel,93500.0,127291.26
11600,2274,12,1960,1960,2.0,1105.0,5,Duplex,2Story,TA,NAmes,154300.0,160678.25
5395,1337,5,1993,1993,2.0,1337.0,8,TwnhsE,1Story,Gd,Other,180000.0,216316.19
7024,1090,5,2005,2006,2.0,1090.0,5,1Fam,1Story,TA,Edwards,157000.0,146820.75
8668,1560,8,1968,1968,3.0,1560.0,5,Duplex,1Story,TA,NAmes,126000.0,141573.64
11844,2046,7,2008,2008,3.0,2046.0,8,1Fam,1Story,Gd,Other,372500.0,317749.44
6882,1152,6,1955,1955,0.0,0.0,4,Duplex,1Story,Fa,Edwards,61500.0,82195.95
9488,1054,6,1947,1993,1.0,1046.0,5,1Fam,1Story,TA,Sawyer,124000.0,126690.805
1680,948,5,1972,1972,1.0,483.0,6,Twnhs,2Story,TA,Other,89000.0,98879.94
14828,1780,7,2004,2005,3.0,1780.0,9,1Fam,1Story,Ex,NridgHt,378000.0,344679.4
11950,1394,7,2003,2003,2.0,384.0,7,1Fam,SLvl,Gd,Gilbert,165500.0,168883.14
1477,630,3,1970,1970,1.0,630.0,4,TwnhsE,SFoyer,TA,Other,80000.0,81460.68
13132,1784,9,1914,1950,1.0,747.0,5,1Fam,2Story,TA,Crawfor,138887.0,140330.38
9658,1606,6,2006,2006,3.0,1598.0,8,1Fam,1Story,Gd,NridgHt,255900.0,255769.77
5100,1666,7,1925,1996,1.0,588.0,8,1Fam,2Story,Gd,OldTown,161000.0,175172.66
5720,1131,5,1941,1950,1.0,676.0,5,1Fam,1.5Fin,TA,OldTown,66500.0,98445.42
8760,936,4,1957,1999,1.0,936.0,6,1Fam,1Story,Gd,NAmes,141000.0,141349.83
9247,1716,8,1962,1962,2.0,858.0,6,1Fam,2Story,TA,NAmes,171000.0,158521.2
9260,1374,6,1938,1950,1.0,884.0,5,1Fam,1.5Fin,TA,Crawfor,110000.0,143043.72
10632,1224,6,1917,1950,1.0,689.0,5,1Fam,1.5Fin,Fa,Other,107500.0,112981.78
7733,1142,5,2005,2005,0.0,1142.0,6,1Fam,1Story,Gd,SawyerW,139500.0,141103.75
9187,1766,7,2009,2009,3.0,1766.0,9,1Fam,1Story,Ex,Somerst,370878.0,350220.53
16033,1850,8,2004,2005,3.0,1833.0,9,1Fam,1Story,Gd,NridgHt,326000.0,346322.6
7200,1238,6,1950,1950,1.0,864.0,5,1Fam,1Story,TA,NAmes,102000.0,125713.03
5814,1360,4,1984,1984,2.0,1220.0,8,TwnhsE,1Story,Gd,Other,187500.0,203361.61
2364,1548,7,1978,1978,2.0,804.0,6,TwnhsE,2Story,TA,Other,147000.0,154766.66
10574,2332,9,2004,2004,3.0,1148.0,8,1Fam,2Story,Ex,NridgHt,316000.0,325923.75
10000,1588,7,2006,2006,3.0,1588.0,8,1Fam,1Story,Gd,Somerst,227000.0,250501.42
12798,1688,8,1997,1997,2.0,616.0,6,1Fam,2Story,Gd,Other,200000.0,197730.98
7758,999,6,1962,2001,1.0,999.0,5,1Fam,1Story,Gd,Sawyer,132500.0,138932.3
2117,1573,4,2000,2000,2.0,756.0,6,Twnhs,2Story,Gd,Somerst,177000.0,171222.66
9660,2199,9,1997,1997,2.0,1173.0,8,1Fam,2.5Unf,Gd,NoRidge,284500.0,280948.4
8750,1772,7,1998,1998,2.0,928.0,6,1Fam,2Story,TA,CollgCr,200000.0,195659.89
1680,1302,6,1972,1972,1.0,630.0,5,Twnhs,2Story,TA,Other,119500.0,116772.414
7500,1143,5,2006,2006,0.0,1143.0,7,1Fam,1Story,Gd,SawyerW,147000.0,156483.08
13517,1479,6,1976,2005,2.0,725.0,6,1Fam,2Story,Gd,Sawyer,130500.0,174806.84
9245,990,5,1994,1995,2.0,990.0,5,1Fam,1Story,TA,CollgCr,145000.0,146270.95
8850,1690,7,1916,1950,1.0,815.0,7,1Fam,2.5Unf,TA,OldTown,144000.0,144447.89
10125,1594,7,2004,2004,2.0,846.0,7,1Fam,2Story,Gd,Gilbert,195500.0,184240.11
9605,1218,6,2007,2007,2.0,1218.0,7,1Fam,1Story,Gd,SawyerW,159000.0,180395.06
1890,1092,5,1972,1972,1.0,546.0,4,TwnhsE,2Story,TA,Other,85500.0,87411.05
7200,1398,6,1976,2001,2.0,684.0,6,1Fam,2Story,TA,Edwards,160500.0,144248.28
11825,1694,7,2006,2007,3.0,1694.0,8,1Fam,1Story,Gd,NridgHt,322400.0,273228.5
10800,2078,8,2007,2008,3.0,1034.0,8,1Fam,2Story,Ex,Somerst,339750.0,282552.0
7488,1208,6,2005,2005,2.0,1208.0,7,1Fam,1Story,Gd,CollgCr,183600.0,181667.28
8012,1617,5,1993,1994,2.0,1604.0,6,TwnhsE,1Story,Gd,SawyerW,193000.0,201804.62
2289,1441,7,1978,1978,2.0,855.0,6,Twnhs,2Story,TA,Other,148500.0,146621.64
9990,1689,6,1991,1991,2.0,1680.0,4,1Fam,1Story,TA,Mitchel,228500.0,153114.05
3072,1548,7,2004,2004,2.0,1365.0,7,TwnhsE,1Story,Gd,Other,225000.0,196278.5
2544,1223,4,2005,2005,2.0,600.0,7,Twnhs,2Story,Gd,Somerst,147400.0,157837.39
7804,1981,7,1928,1950,2.0,1122.0,4,1Fam,1.5Fin,Gd,Other,135000.0,161615.25
9204,1144,6,1963,1963,1.0,1144.0,5,1Fam,1Story,TA,NAmes,124000.0,138760.02
7500,1312,6,1947,1950,2.0,784.0,6,1Fam,1.5Fin,TA,NAmes,127000.0,139245.34
5400,691,4,1920,1950,1.0,691.0,5,1Fam,1Story,Ex,OldTown,86000.0,86095.664
4882,906,5,1937,1950,1.0,348.0,4,1Fam,2Story,TA,BrkSide,87000.0,78562.89
13693,2674,8,2007,2007,3.0,2630.0,10,1Fam,1Story,Ex,NridgHt,610000.0,524204.28
6240,1536,7,1930,1950,2.0,928.0,5,1Fam,1.5Fin,TA,BrkSide,138400.0,142318.72
5604,864,5,1925,1950,0.0,864.0,5,1Fam,1Story,TA,Edwards,98000.0,86478.48
16659,2263,9,1977,1994,2.0,795.0,7,1Fam,2Story,Gd,NWAmes,235000.0,234335.72
9120,1820,8,1925,1950,1.0,1026.0,7,1Fam,1.5Fin,TA,BrkSide,184000.0,174013.44
7890,856,4,1939,1950,2.0,856.0,6,1Fam,1Story,TA,Other,126000.0,122822.77
12361,1802,8,1993,1993,3.0,946.0,6,1Fam,2Story,Gd,SawyerW,218000.0,192870.38
7200,1040,5,1950,1950,2.0,0.0,5,1Fam,1Story,TA,NAmes,109500.0,109640.26
12180,924,5,1941,1950,1.0,672.0,4,2fmCon,1.5Fin,Fa,Edwards,80000.0,85081.57
9084,1510,7,1940,1950,1.0,755.0,4,1Fam,2Story,TA,Edwards,108000.0,112586.17
9600,1067,4,1950,1995,2.0,1067.0,4,1Fam,1Story,Gd,Sawyer,128000.0,132689.22
11362,1836,7,2004,2005,3.0,1836.0,8,1Fam,1Story,Gd,NridgHt,280000.0,293755.8
12760,2048,9,1976,1976,2.0,1958.0,6,Duplex,1Story,TA,Mitchel,170000.0,170210.48
12150,1795,7,1954,1954,1.0,1050.0,5,1Fam,1.5Fin,TA,OldTown,131500.0,139703.44
1700,1700,7,1980,1981,1.0,430.0,7,Twnhs,1.5Fin,Gd,Other,148400.0,139140.61
3182,1200,4,2004,2005,2.0,600.0,7,TwnhsE,2Story,Gd,Somerst,151000.0,157308.44
11355,1312,6,1958,2001,2.0,1312.0,7,1Fam,1Story,TA,NAmes,186000.0,172399.45
7023,1408,6,2005,2006,2.0,734.0,5,1Fam,2Story,TA,Edwards,171500.0,141418.45
15635,1383,6,1954,1954,2.0,0.0,4,1Fam,1Story,TA,Edwards,122000.0,113723.58
9150,1431,6,1962,1962,1.0,1099.0,6,1Fam,SLvl,TA,NAmes,165000.0,152651.84
7689,796,4,1972,1972,1.0,796.0,5,1Fam,SFoyer,TA,Mitchel,131900.0,131722.05
6000,949,5,1924,2003,2.0,949.0,5,1Fam,1Story,TA,BrkSide,119000.0,113247.16
11250,1939,8,1998,1998,3.0,1054.0,7,1Fam,2Story,Gd,CollgCr,227000.0,245561.17
11029,2654,9,1968,1984,2.0,1054.0,6,1Fam,2Story,Gd,NWAmes,250000.0,240712.38
8685,1425,5,1998,1998,2.0,1425.0,7,1Fam,1Story,TA,CollgCr,193000.0,201146.14
5232,764,4,1925,2004,2.0,680.0,5,1Fam,1Story,TA,OldTown,73000.0,98069.09
12853,1418,6,2010,2010,3.0,1642.0,8,1Fam,1Story,Gd,Somerst,267916.0,262063.02
11049,1234,7,2007,2007,2.0,1234.0,8,1Fam,1Story,Gd,CollgCr,179900.0,207598.16
11664,1611,6,2002,2002,3.0,1569.0,7,1Fam,1Story,Gd,CollgCr,250000.0,236032.25
9750,980,5,1962,1962,2.0,980.0,5,1Fam,1Story,TA,Sawyer,110000.0,130155.77
8280,932,4,1950,1950,1.0,932.0,6,1Fam,1Story,Gd,NAmes,124000.0,127600.47
11227,1440,7,1968,1968,2.0,720.0,5,1Fam,2Story,TA,Sawyer,163000.0,149562.72
